date,obama_sentiment,obama_frequency,obama_date,trump_sentiment,trump_frequency,trump_date,,,
20/08/2013,0.008333333,3,20/08/2013,,,,,,
21/08/2013,0.053571429,7,21/08/2013,,,,,,
22/08/2013,0.119027778,10,22/08/2013,,,,,,
23/08/2013,-0.15,1,23/08/2013,,,,,,
25/08/2013,0.0375,4,25/08/2013,,,,,,
26/08/2013,0.362,5,26/08/2013,,,,,,
27/08/2013,0,3,27/08/2013,,,,,,
28/08/2013,-0.05625,13,28/08/2013,,,,,,
29/08/2013,0,1,29/08/2013,,,,,,
1/09/2013,0.25,1,1/09/2013,,,,,,
2/09/2013,0,2,2/09/2013,,,,,,
3/09/2013,0.25,1,3/09/2013,,,,,,
4/09/2013,0.428787879,1,4/09/2013,,,,,,
6/09/2013,0,2,6/09/2013,,,,,,
7/09/2013,0.6,1,7/09/2013,,,,,,
8/09/2013,0.416666667,1,8/09/2013,,,,,,
9/09/2013,0.033333333,1,9/09/2013,,,,,,
10/09/2013,0.068181818,2,10/09/2013,,,,,,
11/09/2013,0.333333333,1,11/09/2013,,,,,,
12/09/2013,0.25,1,12/09/2013,,,,,,
13/09/2013,-0.077777778,2,13/09/2013,,,,,,
14/09/2013,0.208333333,2,14/09/2013,,,,,,
15/09/2013,0.25,1,15/09/2013,,,,,,
16/09/2013,0,1,16/09/2013,,,,,,
17/09/2013,0.033333333,4,17/09/2013,,,,,,
18/09/2013,0.266666667,1,18/09/2013,,,,,,
19/09/2013,0.078888889,5,19/09/2013,,,,,,
20/09/2013,0.15,3,20/09/2013,,,,,,
21/09/2013,0.25,2,21/09/2013,,,,,,
22/09/2013,0.166666667,3,22/09/2013,,,,,,
23/09/2013,0.194781145,3,23/09/2013,,,,,,
24/09/2013,0.080952381,3,24/09/2013,,,,,,
25/09/2013,0,2,25/09/2013,,,,,,
26/09/2013,0.030636724,8,26/09/2013,,,,,,
27/09/2013,0.4,2,27/09/2013,,,,,,
28/09/2013,-0.038888889,6,28/09/2013,,,,,,
29/09/2013,-0.051851852,3,29/09/2013,,,,,,
30/09/2013,0.029437229,9,30/09/2013,,,,,,
1/10/2013,0.133333333,9,1/10/2013,,,,,,
2/10/2013,-0.02984127,5,2/10/2013,,,,,,
3/10/2013,0.054772727,5,3/10/2013,,,,,,
4/10/2013,0,2,4/10/2013,,,,,,
5/10/2013,0,2,5/10/2013,,,,,,
6/10/2013,0,1,6/10/2013,,,,,,
8/10/2013,0,4,8/10/2013,,,,,,
9/10/2013,-0.1,3,9/10/2013,,,,,,
10/10/2013,0,1,10/10/2013,,,,,,
11/10/2013,0,2,11/10/2013,,,,,,
12/10/2013,0,1,12/10/2013,,,,,,
13/10/2013,0,2,13/10/2013,,,,,,
14/10/2013,0,2,14/10/2013,,,,,,
15/10/2013,0.080555556,8,15/10/2013,,,,,,
16/10/2013,0.025,4,16/10/2013,,,,,,
17/10/2013,0.0078125,8,17/10/2013,,,,,,
18/10/2013,0,1,18/10/2013,,,,,,
19/10/2013,0,1,19/10/2013,,,,,,
20/10/2013,0.168181818,1,20/10/2013,,,,,,
21/10/2013,0.136426768,3,21/10/2013,,,,,,
22/10/2013,0.1375,4,22/10/2013,,,,,,
23/10/2013,0.278787879,1,23/10/2013,,,,,,
24/10/2013,0.06,5,24/10/2013,,,,,,
25/10/2013,-0.008472222,4,25/10/2013,,,,,,
26/10/2013,0.383333333,3,26/10/2013,,,,,,
27/10/2013,0.25,2,27/10/2013,,,,,,
28/10/2013,0,1,28/10/2013,,,,,,
29/10/2013,0.170707071,3,29/10/2013,,,,,,
30/10/2013,0.122222222,9,30/10/2013,,,,,,
31/10/2013,0.433333333,3,31/10/2013,,,,,,
2/11/2013,0.2,1,2/11/2013,,,,,,
3/11/2013,0.4,2,3/11/2013,,,,,,
4/11/2013,0.107142857,7,4/11/2013,,,,,,
5/11/2013,0.192857143,5,5/11/2013,,,,,,
6/11/2013,0,3,6/11/2013,,,,,,
7/11/2013,0.1375,4,7/11/2013,,,,,,
8/11/2013,0.3,4,8/11/2013,,,,,,
9/11/2013,0.136363636,1,9/11/2013,,,,,,
10/11/2013,0.25,2,10/11/2013,,,,,,
11/11/2013,0.525,2,11/11/2013,,,,,,
12/11/2013,0.092045455,2,12/11/2013,,,,,,
13/11/2013,0.12,5,13/11/2013,,,,,,
14/11/2013,0.166666667,3,14/11/2013,,,,,,
15/11/2013,0,2,15/11/2013,,,,,,
17/11/2013,0.533333333,3,17/11/2013,,,,,,
18/11/2013,-0.4,1,18/11/2013,,,,,,
19/11/2013,0.053968254,3,19/11/2013,,,,,,
20/11/2013,0.2625,4,20/11/2013,,,,,,
21/11/2013,-0.028571429,4,21/11/2013,,,,,,
22/11/2013,0.076388889,6,22/11/2013,,,,,,
23/11/2013,0.2,1,23/11/2013,,,,,,
24/11/2013,0,2,24/11/2013,,,,,,
25/11/2013,-0.0375,4,25/11/2013,,,,,,
26/11/2013,0.102777778,6,26/11/2013,,,,,,
27/11/2013,0.086111111,2,27/11/2013,,,,,,
28/11/2013,1,1,28/11/2013,,,,,,
29/11/2013,0.5,1,29/11/2013,,,,,,
30/11/2013,-0.125,1,30/11/2013,,,,,,
1/12/2013,-0.071428571,1,1/12/2013,,,,,,
2/12/2013,0.1875,4,2/12/2013,,,,,,
3/12/2013,0.125,4,3/12/2013,,,,,,
4/12/2013,0.113144841,14,4/12/2013,,,,,,
5/12/2013,0.14,5,5/12/2013,,,,,,
6/12/2013,0,1,6/12/2013,,,,,,
9/12/2013,0.074305556,4,9/12/2013,,,,,,
10/12/2013,-0.1,4,10/12/2013,,,,,,
11/12/2013,0.341666667,2,11/12/2013,,,,,,
12/12/2013,0.151547619,5,12/12/2013,,,,,,
13/12/2013,0.308333333,2,13/12/2013,,,,,,
14/12/2013,0,1,14/12/2013,,,,,,
15/12/2013,0.285714286,1,15/12/2013,,,,,,
16/12/2013,0.016666667,3,16/12/2013,,,,,,
17/12/2013,-0.2,3,17/12/2013,,,,,,
18/12/2013,-0.063888889,3,18/12/2013,,,,,,
19/12/2013,0.25,1,19/12/2013,,,,,,
20/12/2013,0.179166667,3,20/12/2013,,,,,,
21/12/2013,0,1,21/12/2013,,,,,,
24/12/2013,0.25,1,24/12/2013,,,,,,
25/12/2013,0.375,1,25/12/2013,,,,,,
26/12/2013,0.5,3,26/12/2013,,,,,,
27/12/2013,0,2,27/12/2013,,,,,,
28/12/2013,0,2,28/12/2013,,,,,,
29/12/2013,0.155555556,3,29/12/2013,,,,,,
30/12/2013,0,4,30/12/2013,,,,,,
31/12/2013,0.142857143,7,31/12/2013,,,,,,
1/01/2014,0.034090909,4,1/01/2014,,,,,,
2/01/2014,0.1,4,2/01/2014,,,,,,
3/01/2014,0.066666667,3,3/01/2014,,,,,,
4/01/2014,0.318181818,2,4/01/2014,,,,,,
5/01/2014,0,1,5/01/2014,,,,,,
6/01/2014,0.034090909,2,6/01/2014,,,,,,
7/01/2014,0.045061728,9,7/01/2014,,,,,,
8/01/2014,0.05,2,8/01/2014,,,,,,
9/01/2014,0.101388889,8,9/01/2014,,,,,,
10/01/2014,0.175,2,10/01/2014,,,,,,
11/01/2014,0.2,3,11/01/2014,,,,,,
12/01/2014,0,1,12/01/2014,,,,,,
13/01/2014,0.016666667,2,13/01/2014,,,,,,
14/01/2014,0.333333333,3,14/01/2014,,,,,,
15/01/2014,-0.017676768,4,15/01/2014,,,,,,
16/01/2014,0.16655303,10,16/01/2014,,,,,,
17/01/2014,0.8,1,17/01/2014,,,,,,
18/01/2014,-0.2,1,18/01/2014,,,,,,
19/01/2014,0.5,1,19/01/2014,,,,,,
20/01/2014,-0.116666667,1,20/01/2014,,,,,,
21/01/2014,0.225,4,21/01/2014,,,,,,
22/01/2014,0.207142857,4,22/01/2014,,,,,,
23/01/2014,0.416666667,3,23/01/2014,,,,,,
24/01/2014,0.05,2,24/01/2014,,,,,,
25/01/2014,0.275,2,25/01/2014,,,,,,
27/01/2014,0.15,1,27/01/2014,,,,,,
28/01/2014,0.103401133,34,28/01/2014,,,,,,
29/01/2014,0.102314815,9,29/01/2014,,,,,,
30/01/2014,0.267380952,7,30/01/2014,,,,,,
31/01/2014,0.255,5,31/01/2014,,,,,,
1/02/2014,0,2,1/02/2014,,,,,,
2/02/2014,0.166666667,3,2/02/2014,,,,,,
3/02/2014,0.072727273,3,3/02/2014,,,,,,
4/02/2014,0.108333333,3,4/02/2014,,,,,,
5/02/2014,0,2,5/02/2014,,,,,,
6/02/2014,0.047619048,3,6/02/2014,,,,,,
7/02/2014,-0.016666667,1,7/02/2014,,,,,,
8/02/2014,0.033333333,3,8/02/2014,,,,,,
9/02/2014,0.211363636,3,9/02/2014,,,,,,
10/02/2014,0.05,6,10/02/2014,,,,,,
11/02/2014,0.333333333,3,11/02/2014,,,,,,
12/02/2014,0.268431568,13,12/02/2014,,,,,,
13/02/2014,0,1,13/02/2014,,,,,,
14/02/2014,0.287545148,11,14/02/2014,,,,,,
16/02/2014,0.1,3,16/02/2014,,,,,,
17/02/2014,0,1,17/02/2014,,,,,,
18/02/2014,0.086296296,5,18/02/2014,,,,,,
19/02/2014,0.121428571,7,19/02/2014,,,,,,
20/02/2014,0.205555556,3,20/02/2014,,,,,,
22/02/2014,0.05,2,22/02/2014,,,,,,
23/02/2014,0.357142857,1,23/02/2014,,,,,,
24/02/2014,0.1125,6,24/02/2014,,,,,,
25/02/2014,0.109003497,13,25/02/2014,,,,,,
26/02/2014,0.240909091,7,26/02/2014,,,,,,
27/02/2014,0.038661165,14,27/02/2014,,,,,,
28/02/2014,0.15,3,28/02/2014,,,,,,
1/03/2014,0,1,1/03/2014,,,,,,
3/03/2014,0.05,2,3/03/2014,,,,,,
4/03/2014,0,1,4/03/2014,,,,,,
5/03/2014,0.0275,10,5/03/2014,,,,,,
6/03/2014,-0.068253968,3,6/03/2014,,,,,,
7/03/2014,0.287757937,12,7/03/2014,,,,,,
8/03/2014,0.080208333,4,8/03/2014,,,,,,
9/03/2014,0,1,9/03/2014,,,,,,
10/03/2014,0.05,3,10/03/2014,,,,,,
11/03/2014,-0.007407407,3,11/03/2014,,,,,,
12/03/2014,0,1,12/03/2014,,,,,,
13/03/2014,-0.042777778,5,13/03/2014,,,,,,
14/03/2014,0.8,1,14/03/2014,,,,,,
15/03/2014,0.034722222,3,15/03/2014,,,,,,
17/03/2014,0.106060606,6,17/03/2014,,,,,,
18/03/2014,-0.184821429,4,18/03/2014,,,,,,
19/03/2014,0.15,4,19/03/2014,,,,,,
20/03/2014,0.125297619,8,20/03/2014,,,,,,
21/03/2014,0,1,21/03/2014,,,,,,
22/03/2014,0.166666667,3,22/03/2014,,,,,,
23/03/2014,0,2,23/03/2014,,,,,,
24/03/2014,-0.033333333,1,24/03/2014,,,,,,
25/03/2014,0,1,25/03/2014,,,,,,
26/03/2014,0.111363636,4,26/03/2014,,,,,,
27/03/2014,-0.106746032,6,27/03/2014,,,,,,
28/03/2014,0.042857143,7,28/03/2014,,,,,,
29/03/2014,0.325,2,29/03/2014,,,,,,
30/03/2014,-0.0125,5,30/03/2014,,,,,,
31/03/2014,-0.060416667,6,31/03/2014,,,,,,
1/04/2014,0.071536797,13,1/04/2014,,,,,,
2/04/2014,0.068333333,15,2/04/2014,,,,,,
3/04/2014,0.5,1,3/04/2014,,,,,,
4/04/2014,0.35,2,4/04/2014,,,,,,
6/04/2014,0.225,1,6/04/2014,,,,,,
7/04/2014,0.197142857,5,7/04/2014,,,,,,
8/04/2014,0.168345543,13,8/04/2014,,,,,,
10/04/2014,-0.16875,4,10/04/2014,,,,,,
11/04/2014,0.112987013,5,11/04/2014,,,,,,
12/04/2014,0.2,3,12/04/2014,,,,,,
13/04/2014,0.008333333,2,13/04/2014,,,,,,
14/04/2014,0.4,2,14/04/2014,,,,,,
15/04/2014,0.35,2,15/04/2014,,,,,,
16/04/2014,0.019722222,6,16/04/2014,,,,,,
17/04/2014,0.125,4,17/04/2014,,,,,,
18/04/2014,0.7,1,18/04/2014,,,,,,
19/04/2014,0.4,2,19/04/2014,,,,,,
20/04/2014,0.4,2,20/04/2014,,,,,,
21/04/2014,0.275,2,21/04/2014,,,,,,
22/04/2014,0,1,22/04/2014,,,,,,
23/04/2014,-0.118112245,7,23/04/2014,,,,,,
24/04/2014,0,2,24/04/2014,,,,,,
25/04/2014,-0.017195767,2,25/04/2014,,,,,,
26/04/2014,0,1,26/04/2014,,,,,,
27/04/2014,0,1,27/04/2014,,,,,,
28/04/2014,0,3,28/04/2014,,,,,,
30/04/2014,0.038888889,9,30/04/2014,,,,,,
1/05/2014,0.180833333,5,1/05/2014,,,,,,
2/05/2014,0.6,1,2/05/2014,,,,,,
3/05/2014,0.35,2,3/05/2014,,,,,,
4/05/2014,0.285714286,1,4/05/2014,,,,,,
5/05/2014,0,1,5/05/2014,,,,,,
6/05/2014,0,2,6/05/2014,,,,,,
7/05/2014,0,1,7/05/2014,,,,,,
8/05/2014,0.2625,4,8/05/2014,,,,,,
9/05/2014,0.283333333,4,9/05/2014,,,,,,
10/05/2014,0.2,2,10/05/2014,,,,,,
11/05/2014,0.65,1,11/05/2014,,,,,,
12/05/2014,0.0625,2,12/05/2014,,,,,,
13/05/2014,0.05,2,13/05/2014,,,,,,
14/05/2014,0,2,14/05/2014,,,,,,
15/05/2014,0.314393939,6,15/05/2014,,,,,,
16/05/2014,0,2,16/05/2014,,,,,,
17/05/2014,0.34,5,17/05/2014,,,,,,
18/05/2014,0,1,18/05/2014,,,,,,
19/05/2014,0.12,5,19/05/2014,,,,,,
20/05/2014,0,1,20/05/2014,,,,,,
21/05/2014,0,1,21/05/2014,,,,,,
22/05/2014,-0.085,2,22/05/2014,,,,,,
23/05/2014,0,1,23/05/2014,,,,,,
24/05/2014,0.4,2,24/05/2014,,,,,,
25/05/2014,0,1,25/05/2014,,,,,,
26/05/2014,0.333333333,1,26/05/2014,,,,,,
27/05/2014,-0.5,1,27/05/2014,,,,,,
28/05/2014,0.23125,4,28/05/2014,,,,,,
29/05/2014,0.6,1,29/05/2014,,,,,,
30/05/2014,0.25,1,30/05/2014,,,,,,
31/05/2014,0.45,2,31/05/2014,,,,,,
2/06/2014,0.15,2,2/06/2014,,,,,,
3/06/2014,0.333333333,2,3/06/2014,,,,,,
4/06/2014,0,1,4/06/2014,,,,,,
5/06/2014,0,1,5/06/2014,,,,,,
6/06/2014,0.275,2,6/06/2014,,,,,,
7/06/2014,0.075,2,7/06/2014,,,,,,
8/06/2014,0.089285714,2,8/06/2014,,,,,,
9/06/2014,0.168232979,11,9/06/2014,,,,,,
10/06/2014,0.092857143,3,10/06/2014,,,,,,
11/06/2014,-0.172916667,2,11/06/2014,,,,,,
12/06/2014,0.266666667,3,12/06/2014,,,,,,
15/06/2014,0.8,1,15/06/2014,,,,,,
16/06/2014,0.28,5,16/06/2014,,,,,,
17/06/2014,0,2,17/06/2014,,,,,,
18/06/2014,0.475,1,18/06/2014,,,,,,
19/06/2014,0.225,1,19/06/2014,,,,,,
20/06/2014,0.2,3,20/06/2014,,,,,,
21/06/2014,0.245833333,2,21/06/2014,,,,,,
23/06/2014,0.208219955,14,23/06/2014,,,,,,
24/06/2014,0,4,24/06/2014,,,,,,
25/06/2014,0,1,25/06/2014,,,,,,
26/06/2014,0.014814815,3,26/06/2014,,,,,,
27/06/2014,-0.083333333,6,27/06/2014,,,,,,
28/06/2014,0.283333333,3,28/06/2014,,,,,,
29/06/2014,0.166666667,3,29/06/2014,,,,,,
30/06/2014,0.108024691,9,30/06/2014,,,,,,
1/07/2014,0.088877866,6,1/07/2014,,,,,,
2/07/2014,0.25,2,2/07/2014,,,,,,
3/07/2014,0.148611111,3,3/07/2014,,,,,,
4/07/2014,0,1,4/07/2014,,,,,,
5/07/2014,0,1,5/07/2014,,,,,,
6/07/2014,0.35,1,6/07/2014,,,,,,
8/07/2014,0,3,8/07/2014,,,,,,
9/07/2014,0.05,4,9/07/2014,,,,,,
10/07/2014,0.18125,8,10/07/2014,,,,,,
11/07/2014,0.1,2,11/07/2014,,,,,,
12/07/2014,0.25,2,12/07/2014,,,,,,
14/07/2014,0.125,2,14/07/2014,,,,,,
15/07/2014,0.129017857,6,15/07/2014,,,,,,
16/07/2014,0.1,2,16/07/2014,,,,,,
17/07/2014,0.263194444,4,17/07/2014,,,,,,
18/07/2014,0,1,18/07/2014,,,,,,
21/07/2014,0.109090909,2,21/07/2014,,,,,,
22/07/2014,0.22016369,8,22/07/2014,,,,,,
24/07/2014,0.16,10,24/07/2014,,,,,,
26/07/2014,0.1,2,26/07/2014,,,,,,
27/07/2014,0,1,27/07/2014,,,,,,
28/07/2014,0.172727273,3,28/07/2014,,,,,,
29/07/2014,0.05,2,29/07/2014,,,,,,
30/07/2014,0.258333333,9,30/07/2014,,,,,,
31/07/2014,-0.015625,4,31/07/2014,,,,,,
1/08/2014,0.12202381,6,1/08/2014,,,,,,
2/08/2014,-0.155555556,1,2/08/2014,,,,,,
3/08/2014,0.3,1,3/08/2014,,,,,,
4/08/2014,0.3,6,4/08/2014,,,,,,
6/08/2014,0,1,6/08/2014,,,,,,
7/08/2014,0,1,7/08/2014,,,,,,
11/08/2014,0.6,1,11/08/2014,,,,,,
12/08/2014,0.35,1,12/08/2014,,,,,,
13/08/2014,-0.3375,2,13/08/2014,,,,,,
14/08/2014,0,1,14/08/2014,,,,,,
15/08/2014,-0.215277778,3,15/08/2014,,,,,,
16/08/2014,0.125,2,16/08/2014,,,,,,
18/08/2014,0,1,18/08/2014,,,,,,
19/08/2014,0.43,1,19/08/2014,,,,,,
20/08/2014,0.5,1,20/08/2014,,,,,,
21/08/2014,0.357407407,2,21/08/2014,,,,,,
23/08/2014,0.2,1,23/08/2014,,,,,,
24/08/2014,0.7,1,24/08/2014,,,,,,
25/08/2014,0.225,2,25/08/2014,,,,,,
26/08/2014,0.118686869,6,26/08/2014,,,,,,
27/08/2014,0.5,1,27/08/2014,,,,,,
28/08/2014,0.125,3,28/08/2014,,,,,,
29/08/2014,0,1,29/08/2014,,,,,,
30/08/2014,0,2,30/08/2014,,,,,,
1/09/2014,0.10922619,1,1/09/2014,,,,,,
3/09/2014,-0.1,2,3/09/2014,,,,,,
4/09/2014,-0.05,1,4/09/2014,,,,,,
5/09/2014,0.216666667,3,5/09/2014,,,,,,
6/09/2014,-0.1,2,6/09/2014,,,,,,
8/09/2014,0,1,8/09/2014,,,,,,
9/09/2014,0.234603175,3,9/09/2014,,,,,,
10/09/2014,0.095833333,4,10/09/2014,,,,,,
11/09/2014,-0.125,2,11/09/2014,,,,,,
12/09/2014,0.466666667,3,12/09/2014,,,,,,
15/09/2014,0,1,15/09/2014,,,,,,
16/09/2014,0.4,2,16/09/2014,,,,,,
17/09/2014,0.396296296,3,17/09/2014,,,,,,
18/09/2014,0.8,1,18/09/2014,,,,,,
19/09/2014,0.303125,8,19/09/2014,,,,,,
20/09/2014,0.2,1,20/09/2014,,,,,,
22/09/2014,0.55,2,22/09/2014,,,,,,
23/09/2014,0.067113095,8,23/09/2014,,,,,,
24/09/2014,0.4,2,24/09/2014,,,,,,
25/09/2014,0.216666667,4,25/09/2014,,,,,,
26/09/2014,0.095833333,2,26/09/2014,,,,,,
27/09/2014,0.8,1,27/09/2014,,,,,,
30/09/2014,-0.3,1,30/09/2014,,,,,,
1/10/2014,0.119907407,3,1/10/2014,,,,,,
2/10/2014,0.141757317,13,2/10/2014,,,,,,
3/10/2014,0.358333333,3,3/10/2014,,,,,,
4/10/2014,0,1,4/10/2014,,,,,,
6/10/2014,0.433333333,3,6/10/2014,,,,,,
7/10/2014,-0.1,2,7/10/2014,,,,,,
8/10/2014,0,1,8/10/2014,,,,,,
10/10/2014,0.05,4,10/10/2014,,,,,,
11/10/2014,-0.197916667,2,11/10/2014,,,,,,
13/10/2014,0.5,1,13/10/2014,,,,,,
14/10/2014,-0.15,2,14/10/2014,,,,,,
15/10/2014,0.161904762,3,15/10/2014,,,,,,
17/10/2014,0.133333333,2,17/10/2014,,,,,,
18/10/2014,0,2,18/10/2014,,,,,,
20/10/2014,0,2,20/10/2014,,,,,,
21/10/2014,0.15,2,21/10/2014,,,,,,
22/10/2014,0,1,22/10/2014,,,,,,
23/10/2014,0,1,23/10/2014,,,,,,
25/10/2014,0.083333333,3,25/10/2014,,,,,,
29/10/2014,0.191666667,3,29/10/2014,,,,,,
30/10/2014,0.162962963,3,30/10/2014,,,,,,
31/10/2014,0.289285714,14,31/10/2014,,,,,,
1/11/2014,0.316666667,1,1/11/2014,,,,,,
5/11/2014,0.166666667,1,5/11/2014,,,,,,
6/11/2014,0,2,6/11/2014,,,,,,
7/11/2014,0.041666667,2,7/11/2014,,,,,,
8/11/2014,0.35,1,8/11/2014,,,,,,
10/11/2014,0.222222222,3,10/11/2014,,,,,,
11/11/2014,0.266666667,3,11/11/2014,,,,,,
12/11/2014,0.265530303,4,12/11/2014,,,,,,
13/11/2014,0.1,3,13/11/2014,,,,,,
14/11/2014,0.45,2,14/11/2014,,,,,,
15/11/2014,0.025,4,15/11/2014,,,,,,
17/11/2014,-0.029166667,4,17/11/2014,,,,,,
18/11/2014,0.4,1,18/11/2014,,,,,,
19/11/2014,0,1,19/11/2014,,,,,,
20/11/2014,0.045769141,17,20/11/2014,,,,,,
21/11/2014,0.086054422,7,21/11/2014,,,,,,
22/11/2014,-0.0625,1,22/11/2014,,,,,,
24/11/2014,0,1,24/11/2014,,,,,,
25/11/2014,0.375,4,25/11/2014,,,,,,
27/11/2014,0.4,2,27/11/2014,,,,,,
28/11/2014,0.107142857,1,28/11/2014,,,,,,
29/11/2014,0.1875,2,29/11/2014,,,,,,
1/12/2014,-0.1,2,1/12/2014,,,,,,
2/12/2014,0,1,2/12/2014,,,,,,
3/12/2014,0.375,2,3/12/2014,,,,,,
4/12/2014,-0.2,2,4/12/2014,,,,,,
5/12/2014,0.216666667,3,5/12/2014,,,,,,
6/12/2014,0.188888889,3,6/12/2014,,,,,,
8/12/2014,0,1,8/12/2014,,,,,,
9/12/2014,0.311111111,8,9/12/2014,,,,,,
10/12/2014,0.3,2,10/12/2014,,,,,,
11/12/2014,0,1,11/12/2014,,,,,,
13/12/2014,0.416666667,1,13/12/2014,,,,,,
14/12/2014,0.217965368,3,14/12/2014,,,,,,
15/12/2014,0.0775,5,15/12/2014,,,,,,
16/12/2014,0.03125,2,16/12/2014,,,,,,
17/12/2014,0.315151515,3,17/12/2014,,,,,,
18/12/2014,0.383333333,3,18/12/2014,,,,,,
20/12/2014,0.45,2,20/12/2014,,,,,,
23/12/2014,0.175,2,23/12/2014,,,,,,
24/12/2014,0,1,24/12/2014,,,,,,
25/12/2014,0.2625,2,25/12/2014,,,,,,
26/12/2014,0,2,26/12/2014,,,,,,
29/12/2014,0.3,2,29/12/2014,,,,,,
30/12/2014,0.250595238,4,30/12/2014,,,,,,
31/12/2014,0.25,2,31/12/2014,,,,,,
1/01/2015,0.65,1,1/01/2015,,,,,,
2/01/2015,0.25,1,2/01/2015,,,,,,
4/01/2015,0.5,1,4/01/2015,,,,,,
5/01/2015,0.1875,2,5/01/2015,,,,,,
6/01/2015,0.068181818,2,6/01/2015,,,,,,
7/01/2015,0.075396825,10,7/01/2015,,,,,,
9/01/2015,0.328787879,3,9/01/2015,,,,,,
10/01/2015,0.175,1,10/01/2015,,,,,,
12/01/2015,0.196134818,7,12/01/2015,,,,,,
14/01/2015,0,1,14/01/2015,,,,,,
16/01/2015,0,2,16/01/2015,,,,,,
17/01/2015,0.2,1,17/01/2015,,,,,,
19/01/2015,0,1,19/01/2015,,,,,,
20/01/2015,0.154215268,36,20/01/2015,,,,,,
23/01/2015,0,1,23/01/2015,,,,,,
24/01/2015,0.033333333,1,24/01/2015,,,,,,
27/01/2015,0,1,27/01/2015,,,,,,
29/01/2015,0.266666667,1,29/01/2015,,,,,,
30/01/2015,0,2,30/01/2015,,,,,,
31/01/2015,0.25,2,31/01/2015,,,,,,
2/02/2015,0.136363636,1,2/02/2015,,,,,,
4/02/2015,0.163636364,1,4/02/2015,,,,,,
5/02/2015,0.7,1,5/02/2015,,,,,,
6/02/2015,0.134327652,8,6/02/2015,,,,,,
8/02/2015,0.3,1,8/02/2015,,,,,,
9/02/2015,-0.40625,2,9/02/2015,,,,,,
12/02/2015,-0.041666667,3,12/02/2015,,,,,,
14/02/2015,0.133333333,2,14/02/2015,,,,,,
18/02/2015,0.25,2,18/02/2015,,,,,,
19/02/2015,0.5,1,19/02/2015,,,,,,
20/02/2015,0,1,20/02/2015,,,,,,
21/02/2015,0.136363636,1,21/02/2015,,,,,,
23/02/2015,0.099278499,3,23/02/2015,,,,,,
24/02/2015,0.033333333,3,24/02/2015,,,,,,
25/02/2015,0.409090909,2,25/02/2015,,,,,,
26/02/2015,0.3,2,26/02/2015,,,,,,
27/02/2015,0.075,2,27/02/2015,,,,,,
2/03/2015,0.166666667,2,2/03/2015,,,,,,
3/03/2015,0,1,3/03/2015,,,,,,
4/03/2015,-0.05,1,4/03/2015,,,,,,
5/03/2015,0.089285714,1,5/03/2015,,,,,,
7/03/2015,0.143910256,13,7/03/2015,,,,,,
8/03/2015,0,1,8/03/2015,,,,,,
10/03/2015,0.151781706,12,10/03/2015,,,,,,
12/03/2015,0.5,1,12/03/2015,,,,,,
13/03/2015,0.2,1,13/03/2015,,,,,,
14/03/2015,0.25,1,14/03/2015,,,,,,
16/03/2015,0.35,1,16/03/2015,,,,,,
17/03/2015,0.8,1,17/03/2015,,,,,,
18/03/2015,0.207333333,5,18/03/2015,,,,,,
19/03/2015,-0.083333333,3,19/03/2015,,,,,,
20/03/2015,0.146590909,1,20/03/2015,,,,,,
21/03/2015,0,1,21/03/2015,,,,,,
23/03/2015,0.2375,4,23/03/2015,,,,,,
24/03/2015,0.045833333,3,24/03/2015,,,,,,
25/03/2015,-0.019220779,5,25/03/2015,,,,,,
26/03/2015,0.161095679,9,26/03/2015,,,,,,
27/03/2015,0,1,27/03/2015,,,,,,
28/03/2015,0,1,28/03/2015,,,,,,
30/03/2015,0.4,1,30/03/2015,,,,,,
31/03/2015,0.05,2,31/03/2015,,,,,,
1/04/2015,0.03125,2,1/04/2015,,,,,,
2/04/2015,0.166666667,3,2/04/2015,,,,,,
3/04/2015,0.036666667,5,3/04/2015,,,,,,
6/04/2015,0.8,1,6/04/2015,,,,,,
7/04/2015,0,1,7/04/2015,,,,,,
8/04/2015,0.233333333,1,8/04/2015,,,,,,
9/04/2015,0.65,2,9/04/2015,,,,,,
10/04/2015,0,2,10/04/2015,,,,,,
11/04/2015,0.293333333,2,11/04/2015,,,,,,
13/04/2015,0,1,13/04/2015,,,,,,
14/04/2015,0.35,2,14/04/2015,,,,,,
15/04/2015,0.1,1,15/04/2015,,,,,,
16/04/2015,0.246938776,7,16/04/2015,,,,,,
18/04/2015,0,1,18/04/2015,,,,,,
20/04/2015,0.4,2,20/04/2015,,,,,,
22/04/2015,0.128684573,11,22/04/2015,,,,,,
23/04/2015,0.295833333,4,23/04/2015,,,,,,
24/04/2015,0.325,1,24/04/2015,,,,,,
25/04/2015,0.228282828,3,25/04/2015,,,,,,
27/04/2015,0.333333333,3,27/04/2015,,,,,,
29/04/2015,0,2,29/04/2015,,,,,,
30/04/2015,0.05,1,30/04/2015,,,,,,
1/05/2015,0.4,1,1/05/2015,,,,,,
2/05/2015,0.4,2,2/05/2015,,,,,,
4/05/2015,0,2,4/05/2015,,,,,,
5/05/2015,0.1,2,5/05/2015,,,,,,
6/05/2015,0.7,1,6/05/2015,,,,,,
7/05/2015,3.33E-16,3,7/05/2015,,,,,,
8/05/2015,0,3,8/05/2015,,,,,,
11/05/2015,0.106060606,3,11/05/2015,,,,,,
12/05/2015,0.5,1,12/05/2015,,,,,,
